simID,repeatID,weather_path,current_julian,GDD,percent_flower_open,percent_fruits_ripeness,percent_fruit_set,percent_fruit_setII,percent_malformed_berries,avg_fruit_mass,avg_nb_seeds,avg_healthy_berries,kg_yields_ha
10,1,../includes/Weather-Strawberry-Greenhouse.csv,88,1555.0,0.0,0.8694444444444445,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,89,1576.0,0.0,0.9041666666666667,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,90,1599.0,0.0,0.9277777777777778,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,91,1622.0,0.0,0.9458333333333333,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,92,1645.0,0.0,0.9555555555555556,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,93,1668.0,0.0,0.9708333333333333,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,94,1691.0,0.0,0.9833333333333333,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,95,1714.0,0.0,0.9902777777777778,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,96,1737.0,0.0,0.9958333333333333,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,97,1760.0,0.0,0.9986111111111111,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,98,1783.0,0.0,0.9986111111111111,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,99,1806.0,0.0,1.0,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,100,1829.0,0.0,1.0,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,101,1852.0,0.0,1.0,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,102,1875.0,0.0,1.0,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
