simID,repeatID,weather_path,c.clone_ID,c.clone_of_cultivar,c.clone_size,c.clone_location_x,c.clone_location_y,c.clone_avg_beevisits_stem,c.clone_fruitset_mean,c.clone_fruitset_std,c.clone_fruitsetII_mean,c.clone_fruitsetII_std,c.clone_fruitmass_mean,c.clone_seeds_mean,c.clone_seeds_std,c.clone_healthy_berries,c.clone_malformed_berries,c.clone_percent_malformed_berries,c.clone_pollen_accepted,c.clone_pollen_received
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone14,1,0.03121445152258042,4.700000000000002,5.3,2.6666666666666665,0.9166666666666666,0.15713484026367724,0.8888888888888888,0.15713484026367724,4.279166666666667,51.94444444444445,47.112224829603,11,11,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone15,2,0.03121445152258042,4.700000000000002,5.5,0.6666666666666666,0.75,0.4714045207910317,0.6666666666666666,0.4714045207910317,1.6291666666666667,17.055555555555557,13.148956678322241,9,9,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone16,1,0.03121445152258042,4.700000000000002,5.899999999999999,1.0,0.6666666666666666,0.41573970964154905,0.5555555555555555,0.41573970964154905,1.5750000000000002,15.888888888888891,12.544242691025953,8,8,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone17,2,0.03121445152258042,4.700000000000002,6.1000000000000005,1.3333333333333333,0.6666666666666666,0.31426968052735443,0.5555555555555555,0.31426968052735443,1.7583333333333335,25.666666666666668,11.440668201153676,8,8,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone18,1,0.03121445152258042,4.700000000000002,6.499999999999999,2.6666666666666665,1.0,0.0,1.0,0.0,3.466666666666667,52.94444444444445,10.258089250037182,12,12,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone19,2,0.03121445152258042,4.700000000000002,6.700000000000001,6.333333333333333,0.75,0.4714045207910317,0.6666666666666666,0.4714045207910317,9.554166666666667,124.1111111111111,147.91898015926836,9,4,0.4444444444444444,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone20,1,0.03121445152258042,4.700000000000002,7.1000000000000005,6.666666666666667,1.0,0.0,1.0,0.0,7.566666666666666,137.16666666666666,79.16941515696763,12,10,0.8333333333333334,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone21,2,0.03121445152258042,4.700000000000002,7.300000000000001,7.666666666666667,1.0,0.0,1.0,0.0,7.3083333333333345,133.83333333333334,63.29838216878205,12,11,0.9166666666666666,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone22,1,0.03121445152258042,4.700000000000002,7.7,2.6666666666666665,0.9166666666666666,0.15713484026367724,0.8888888888888888,0.15713484026367724,3.0916666666666663,41.611111111111114,19.566758154874762,11,11,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone23,2,0.03121445152258042,4.700000000000002,7.899999999999998,6.666666666666667,0.5833333333333334,0.2721655269759087,0.6666666666666666,0.2721655269759087,4.020833333333333,97.55555555555554,100.88830763415525,7,5,0.7142857142857143,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone24,1,0.03121445152258042,4.900000000000002,1.1,2.3333333333333335,1.0,0.0,1.0,0.0,4.3374999999999995,56.05555555555555,30.308394306397997,12,12,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone25,2,0.03121445152258042,4.900000000000002,1.2999999999999998,2.3333333333333335,0.9166666666666666,0.15713484026367724,0.8888888888888888,0.15713484026367724,2.5083333333333333,37.27777777777778,10.134588128937944,11,11,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone26,1,0.03121445152258042,4.900000000000002,1.7000000000000002,1.3333333333333333,0.6666666666666666,0.43744488188954506,0.6111111111111112,0.43744488188954506,1.6916666666666667,21.46666666666667,15.900803613514492,8,8,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone27,2,0.03121445152258042,4.900000000000002,1.9000000000000001,2.6666666666666665,1.0,0.0,1.0,0.0,4.716666666666667,66.22222222222223,26.955839514854986,12,12,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone28,1,0.03121445152258042,4.900000000000002,2.2999999999999994,3.6666666666666665,1.0,0.0,1.0,0.0,5.3,86.94444444444444,17.756758407316422,12,12,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone29,2,0.03121445152258042,4.900000000000002,2.5000000000000004,3.6666666666666665,0.8333333333333334,0.3142696805273545,0.7777777777777777,0.3142696805273545,6.441666666666667,80.16666666666667,92.81772260527421,10,10,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone30,1,0.03121445152258042,4.900000000000002,2.9000000000000004,4.0,1.0,0.0,1.0,0.0,3.8666666666666667,52.833333333333336,19.961537089186365,12,12,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone31,2,0.03121445152258042,4.900000000000002,3.0999999999999996,7.0,0.8333333333333334,0.15713484026367724,0.8888888888888888,0.15713484026367724,3.4583333333333335,60.80555555555555,15.885634864925242,10,10,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone32,1,0.03121445152258042,4.900000000000002,3.5,2.6666666666666665,1.0,0.0,1.0,0.0,4.283333333333334,58.05555555555555,22.70353754999319,12,12,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone33,2,0.03121445152258042,4.900000000000002,3.7,4.0,1.0,0.0,1.0,0.0,6.150000000000001,84.44444444444444,56.71653579070891,12,12,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone34,1,0.03121445152258042,4.900000000000002,4.1,5.333333333333333,1.0,0.0,1.0,0.0,8.741666666666667,130.33333333333334,85.49767161655252,12,12,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone35,2,0.03121445152258042,4.900000000000002,4.299999999999999,3.3333333333333335,1.0,0.0,1.0,0.0,3.5125000000000006,57.94444444444445,40.157175765136905,12,12,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone36,1,0.03121445152258042,4.900000000000002,4.7,2.0,0.75,0.4714045207910317,0.6666666666666666,0.4714045207910317,3.1958333333333333,49.44444444444445,41.26009042317279,9,9,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone37,2,0.03121445152258042,4.900000000000002,4.900000000000001,2.0,1.0,0.0,1.0,0.0,2.1666666666666665,24.555555555555557,3.8232556742411665,12,12,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone38,1,0.03121445152258042,4.900000000000002,5.3,2.6666666666666665,0.75,0.4714045207910317,0.6666666666666666,0.4714045207910317,2.795833333333333,40.94444444444445,33.47645201490404,9,9,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone39,2,0.03121445152258042,4.900000000000002,5.5,0.3333333333333333,0.5,0.4714045207910317,0.3333333333333333,0.4714045207910317,1.2791666666666668,10.38888888888889,14.692107564653822,6,6,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone40,1,0.03121445152258042,4.900000000000002,5.899999999999999,5.333333333333333,1.0,0.0,1.0,0.0,6.6625000000000005,113.66666666666664,67.91552487111116,12,11,0.9166666666666666,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone41,2,0.03121445152258042,4.900000000000002,6.1000000000000005,2.0,1.0,0.0,1.0,0.0,2.766666666666667,34.5,4.596697687430579,12,12,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone42,1,0.03121445152258042,4.900000000000002,6.499999999999999,3.0,0.75,0.4714045207910317,0.6666666666666666,0.4714045207910317,5.7375,76.55555555555556,70.07526817555923,9,9,1.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,StrawberryClone43,2,0.03121445152258042,4.900000000000002,6.700000000000001,3.0,0.75,0.4714045207910317,0.6666666666666666,0.4714045207910317,5.066666666666666,74.72222222222223,53.35456753215426,9,9,1.0,0.0,0.0
